index_P,lesk_list
26,"'brazil_nut.n.02', 'soy.n.04', 'yield.n.03', 'visit.v.01', 'modal.s.01', 'department_of_agriculture.n.01', 'reputation.n.03', 'establish.v.08', 'field.n.10', 'travel.v.06', 'brazilian.n.01', 'state.n.06', 'parana.n.01', 'soy.n.04', 'yield.n.03', 'modal.s.01', 'metric_ton.n.01', 'hectare.n.01', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'policeman.n.01', 'suppose.v.01', 'field.n.10', 'reputation.n.03','reputation.n.03', 'go_steady.v.01', 'master_of_architecture.n.01', 'note.v.04', 'parana.n.01', 'report.n.03', 'percentage.n.01', 'brazil_nut.n.02', 'sum.n.02', 'soy.n.04', 'crop.v.05','suppose.v.01', 'by_and_large.r.01', 'favorable.s.05', 'weather.v.04', 'early.a.05', 'december.n.01', 'february.n.01', 'help_oneself.v.01', 'cover.v.15', 'early.a.05', 'dryness.n.01',,,,'due.n.02', 'late.a.05', 'planting.n.02', 'percentage.n.01', 'corn_whiskey.n.01', 'crop.v.05', 'crop.v.05', 'harvest.v.02',,'newfangled.s.01', 'crop.v.05', 'pale_yellow.n.01', 'planting.n.02', 'expect.v.05', 'descent.n.05', 'parana.n.01', 'report.n.03', 'percentage.n.01', 'sum.n.02', 'production.n.06','major.n.04', 'reason.v.01', 'descent.n.05', 'expect.v.05', 'reduce.v.15', 'government.n.03', 'support.v.09', 'price.n.05', 'well.r.01', 'summer.v.01', 'crop.v.05', 'harvest.v.02',,"
27,",'elevator.n.01', 'loading.n.05', 'wait.v.04', 'continental.a.04', 'texture.n.05', 'mississippi.n.02', 'river.n.01', 'myrtle.n.01', 'grove.n.02', 'texture.n.05', 'elevator.n.01', 'loading.n.05', 'wait.v.04', 'charles.n.09', 'substitute.n.02', 'elevator.n.01', 'corporation.n.01', 'peavey.n.01', 'colorado.n.01', 'texture.n.05', 'texture.n.05', 'port.v.08', 'allen.n.03', 'zen.n.02',"
28,",,,'source.n.07', 'suppose.v.01', 'treatment.n.01', 'price.n.05', 'gamboge.n.02', 'metric_ton.n.01',,,"
29,"'london.n.02', 'texture.n.05', 'cargo.n.01', 'long.r.01', 'tons.n.01', 'taiwan.n.01', 'five-spot.n.03', 'sidereal_day.n.01', 'continental.a.04','trade.v.03', 'streamer.n.02', 'long.r.01', 'tons.n.01', 'texture.n.05', 'morocco.n.02', 'goal.n.01', 'april.n.01', 'early.a.05', 'whitethorn.n.01','reference_book.n.01', 'newfangled.s.01', 'york.n.01', 'texture.n.05', 'cargo.n.01', 'april.n.01', 'ship.v.05', 'broker.v.01', 'suppose.v.01', 'vessel.n.03', 'repair.v.01', 'cam.n.02', 'great.n.01', 'lake.n.02', 'algeria.n.01', 'reported.a.01', 'wave.n.09','reference_book.n.01', 'newfangled.s.01', 'york.n.01', 'texture.n.05', 'cargo.n.01', 'april.n.01', 'suppose.v.01', 'texture.n.05', 'gamboge.n.02', 'business.n.04', 'east.n.05', 'london.n.02', 'japan.v.01', 'spain.n.01', 'reported.a.01',,"
30,"'london.n.02', 'texture.n.05', 'cargo.n.01', 'inquiry.n.03', 'antwerpen.n.01', 'libya.n.01', 'montana.n.01', 'bulge.v.02', 'flour.n.01','newfangled.s.01', 'orleans.n.02', 'montana.n.01', 'bulk.n.03', 'hassium.n.01', 'sidereal_day.n.01',,'dunkirk.n.03', 'montana.n.01', 'bulge.v.02', 'flour.n.01','toledo.n.02', 'montana.n.01', 'hassium.n.01', 'offer.v.07', 'four-spot.n.01', 'sidereal_day.n.01','river.n.01', 'plate.v.01', 'malaysia.n.01', 'long.r.01', 'tons.n.01', 'hassium.n.01', 'april.n.01',,"
31,",'trade.v.03', 'source.n.07', 'suppose.v.01', 'cancellation.n.02', 'take_after.v.02', 'offer.v.07', 'egyptian.n.01', ""ship's_company.n.01"", 'muslim.a.01', 'corporation.n.01', 'metric_ton.n.01', 'price.n.03', 'cargo.n.01', 'undercut.v.04', 'trader.n.01', 'offer.v.07', 'metric_ton.n.01','egyptian.n.01', 'trade.v.03', 'official.s.05', 'paris.n.04', 'confirm.v.04', 'cancellation.n.02', 'tender.v.04', 'take_after.v.02', 'muslim.a.01', 'corporation.n.01', 'offer.v.07', 'suppose.v.01', 'government.n.03', 'defy.v.02', 'legal.s.05', 'reason.v.01','official.s.05', 'traverse.v.03', 'trade.v.03', 'reputation.n.03', 'government.n.03', 'might.n.01', 'substitute.v.03', 'secret.s.05', 'hand.n.06', 'muslim.a.01', 'corporation.n.01', 'original.n.02', 'tender.v.04',,"
32,"'department_of_agriculture.n.01', 'estimate.v.01', 'soviet_union.n.01', 'texture.n.05', 'spell.v.02', 'metric_ton.n.01', 'volt.n.01', 'parade.v.01', 'year.n.03', 'ago.s.01', 'department_of_agriculture.n.01', 'estimate.v.01', 'soviet_union.n.01', 'texture.n.05', 'spell.v.02', 'metric_ton.n.01', 'volt.n.01', 'parade.v.01', 'year.n.03', 'ago.s.01',"
33,"'department_of_agriculture.n.01', 'estimate.v.01', 'soviet.n.01', 'texture.n.05', 'snip.v.02', 'metric_ton.n.01', 'volt.n.01', 'parade.v.01', 'year.n.03', 'ago.s.01', 'department_of_agriculture.n.01', 'estimate.v.01', 'soviet.n.01', 'texture.n.05', 'snip.v.02', 'metric_ton.n.01', 'volt.n.01', 'parade.v.01', 'year.n.03', 'ago.s.01',"
34,"'department_of_agriculture.n.01', 'uranium.n.01', 'termination.n.05', 'corn_whiskey.n.01', 'store.n.02', 'wheat.n.02', 'soy.n.04', 'department_of_agriculture.n.01', 'uranium.n.01', 'termination.n.05', 'corn_whiskey.n.01', 'store.n.02', 'wheat.n.02', 'soy.n.04',"
35,"'uranium.n.01', 'supply.v.01', 'need.n.01', 'highlight.v.02', 'take_after.v.02', 'highlight.v.02', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'supply.v.01', 'need.n.01', 'projection.n.08', 'season.n.03', 'bushel.n.02', 'comparison.n.03', 'note.v.04', 'corn_whiskey.n.01', 'store.n.02', 'august.n.01', 'volt.n.01', 'last.v.01', 'month.n.02','store.n.02', 'august.n.01', 'volt.n.01', 'last.v.01', 'month.n.02','export.v.02', 'project.v.06', 'volt.n.01', 'last.v.01', 'month.n.02','export.v.02', 'volt.n.01', 'last.v.01', 'month.n.02','domestic.s.05', 'use.v.01', 'volt.n.01', 'last.v.01', 'month.n.02','usage.n.03', 'season.n.03', 'volt.n.01', 'last.v.01', 'month.n.02','pale_yellow.n.01', 'store.n.02', 'whitethorn.n.01', 'project.v.06', 'volt.n.01', 'last.v.01', 'month.n.02','store.n.02', 'whitethorn.n.01', 'volt.n.01', 'last.v.01', 'month.n.02','export.v.02', 'season.n.03', 'volt.n.01', 'last.v.01', 'month.n.02','season.n.03', 'volt.n.01', 'last.v.01', 'month.n.02','domestic.s.05', 'use.v.01', 'volt.n.01', 'last.v.01', 'month.n.02','volt.n.01', 'last.v.01', 'month.n.02','cotton.v.01', 'pound.n.01', 'basel.n.01', 'store.n.02', 'july.n.01', 'volt.n.01', 'last.v.01', 'month.n.02','store.n.02', 'july.n.01', 'volt.n.01', 'last.v.01', 'month.n.02','export.v.02', 'season.n.03', 'volt.n.01', 'last.v.01', 'month.n.02','export.v.02', 'volt.n.01', 'last.v.01', 'month.n.02','soy.n.04', 'repair.v.01', 'store.n.02', 'august.n.01', 'project.v.06', 'volt.n.01', 'last.v.01', 'month.n.02','store.n.02', 'august.n.01', 'volt.n.01', 'last.v.01', 'month.n.02','soy.n.04', 'beat.v.01', 'volt.n.01', 'last.v.01', 'month.n.02','beat.v.01', 'volt.n.01', 'last.v.01', 'month.n.02','export.v.02', 'season.n.03', 'volt.n.01', 'last.v.01', 'month.n.02','export.v.02', 'volt.n.01', 'last.v.01', 'month.n.02','soy.n.04', 'vegetable_oil.n.01', 'pound.n.01', 'store.n.02', 'family.n.04', 'volt.n.01', 'last.v.01', 'month.n.02','store.n.02', 'family.n.04', 'volt.n.01', 'last.v.01', 'month.n.02','export.v.02', 'volt.n.01', 'last.v.01', 'month.n.02','export.v.02', 'volt.n.01', 'last.v.01', 'month.n.02','soy.n.04', 'coat.v.03', 'meal.n.03', 'thousand.s.01', 'shortstop.n.02', 'tons.n.01', 'store.n.02', 'family.n.04', 'volt.n.01', 'last.v.01', 'month.n.02','store.n.02', 'family.n.04', 'volt.n.01', 'last.v.01', 'month.n.02','export.v.02', 'season.n.03', 'volt.n.01', 'last.v.01', 'month.n.02','export.v.02', 'volt.n.01', 'last.v.01', 'month.n.02',,"
36,",'harmonize.v.01', 'department.n.03', 'export.v.02', 'sale.n.05', 'reputation.n.03', 'shroud.v.01', 'minutes.n.01', 'workweek.n.01', 'end.v.01', 'april.n.01', 'corn_whiskey.n.01', 'minutes.n.01', 'dwell.v.02', 'metric_ton.n.01', 'newfangled.s.01', 'sale.n.05', 'variety.n.06', 'finish.n.04', 'metric_ton.n.01','sum.n.02', 'corn_whiskey.n.01', 'commitment.n.05', 'soviet_union.n.01', 'pitch.n.02', 'fourth.n.01', 'agreement.n.06', 'year.n.03', 'sum.n.02', 'metric_ton.n.01','soviet.n.01', 'buy.v.01', 'pale_yellow.n.01', 'soy.n.04', 'fourth.n.01', 'year.n.03', 'agreement.n.06',,"
37,"'department_of_agriculture.n.01', 'detail.v.02', 'release.v.09', 'texture.n.05', 'store.n.02', 'loanword.n.01', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'give.v.43', 'project.v.06', 'release.v.09', 'store.n.02', 'corn_whiskey.n.01', 'pale_yellow.n.01', 'loanword.n.01', 'comparison.n.03', 'take_after.v.02', 'bushel.n.02', 'exclude.v.01', 'metric_ton.n.01', 'regular.s.07', 'nine.s.01', 'month.n.02', 'loanword.n.01', 'pale_yellow.n.01', 'corn_whiskey.n.01', 'special.s.04', 'producer.n.02', 'storehouse.n.01', 'loanword.n.01', 'program.v.02', 'pale_yellow.n.01', 'corn_whiskey.n.01',"
38,"'department_of_agriculture.n.01', 'estimate.n.05', 'soviet.n.01', 'pale_yellow.n.01', 'coarse.s.03', 'texture.n.05', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'prognosis.n.01', 'soviet.n.01', 'pale_yellow.n.01', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02','put_option.n.02', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02','soviet.n.01', 'coarse.s.03', 'texture.n.05', 'production.n.06', 'estimate.v.01', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02','production.n.06', 'project.v.06', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02','soviet_union.n.01', 'pale_yellow.n.01', 'significance.n.02', 'prognosis.n.01', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02','significance.n.02', 'put_option.n.02', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02','department_of_agriculture.n.01', 'estimate.v.01', 'soviet.n.01', 'coarse.s.03', 'texture.n.05', 'significance.n.02', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02', 'significance.n.02', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02','department_of_agriculture.n.01', 'suppose.v.01', 'soviet.n.01', 'coarse.s.03', 'texture.n.05', 'significance.n.02', 'include.v.03', 'corn_whiskey.n.01', 'significance.n.02', 'prognosis.n.01', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02','corn_whiskey.n.01', 'significance.n.02', 'estimate.v.01', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02','sum.n.02', 'soviet.n.01', 'texture.n.05', 'significance.n.02', 'metric_ton.n.01', 'include.v.03', 'one.s.06', 'metric_ton.n.01', 'assorted.s.01', 'texture.n.05',,"
39,"'pale_yellow.n.01', 'course.n.01', 'breakdown.n.03', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'give.v.43', 'breakdown.n.03', 'supply.v.01', 'distribution.n.04', 'pale_yellow.n.01', 'course.n.01', 'repair.v.01', 'comparison.n.03', 'take_after.v.02','hard.s.10', 'winter.v.01', 'startle.n.01', 'store.n.02', 'production.n.06', 'supply.v.01', 'x.n.02', 'domestic.s.05', 'use.v.01', 'export.v.02', 'sum.n.02', 'use.v.01', 'goal.n.01', 'store.n.02', 'note.v.04', 'season.n.03', 'begin.v.10', 'june.n.01','x.n.02', 'include.v.03', 'significance.n.02', 'hard.s.10', 'spring.n.04', 'startle.n.01', 'store.n.02', 'production.n.06', 'supply.v.01', 'x.n.02', 'domestic.s.05', 'use.v.01', 'export.v.02', 'sum.n.02', 'use.v.01', 'goal.n.01', 'store.n.02', 'note.v.04', 'season.n.03', 'begin.v.10', 'june.n.01','x.n.02', 'include.v.03', 'spell.v.02','soft.s.10', 'red.s.01', 'startle.n.01', 'store.n.02', 'production.n.06', 'supply.v.01', 'x.n.02', 'domestic.s.05', 'use.v.01', 'export.v.02', 'sum.n.02', 'use.v.01', 'goal.n.01', 'store.n.02', 'note.v.04', 'season.n.03', 'begin.v.10', 'june.n.01','x.n.02', 'include.v.03', 'significance.n.02', 'white.n.09', 'startle.n.01', 'store.n.02', 'production.n.06', 'supply.v.01', 'x.n.02', 'domestic.s.05', 'use.v.01', 'export.v.02', 'sum.n.02', 'use.v.01', 'goal.n.01', 'store.n.02', 'note.v.04', 'season.n.03', 'begin.v.10', 'june.n.01','x.n.02', 'include.v.03', 'spell.v.02','durum.n.01', 'startle.n.01', 'store.n.02', 'production.n.06', 'supply.v.01', 'x.n.02', 'domestic.s.05', 'use.v.01', 'export.v.02', 'sum.n.02', 'use.v.01', 'goal.n.01', 'store.n.02', 'note.v.04', 'season.n.03', 'begin.v.10', 'june.n.01','x.n.02', 'include.v.03', 'spell.v.02',,"
40,"'department_of_agriculture.n.01', 'estimate.n.05', 'argentine.n.01', 'coarse.s.03', 'texture.n.05', 'pale_yellow.n.01', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'prognosis.n.01', 'argentina.n.01', 'coarse.s.03', 'texture.n.05', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02','estimate.v.01', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02','department_of_agriculture.n.01', 'prognosis.n.01', 'argentina.n.01', 'pale_yellow.n.01', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02', 'crop.v.05', 'project.v.06', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02','department_of_agriculture.n.01', 'prognosis.n.01', 'argentine.n.01', 'coarse.s.03', 'texture.n.05', 'export.v.02', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02', 'project.v.06', 'export.v.02', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02',,"
41,"'department_of_agriculture.n.01', 'estimate.n.05', 'australia.n.01', 'pale_yellow.n.01', 'crop.v.05', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'prognosis.n.01', 'australia.n.01', 'pale_yellow.n.01', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02','estimate.v.01', 'output.v.01', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02','australian.n.01', 'pale_yellow.n.01', 'export.v.02', 'prognosis.n.01', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02', 'export.v.02', 'estimate.v.01', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02',,"
42,"'department_of_agriculture.n.01', 'estimate.n.05', 'taiwan.n.01', 'pale_yellow.n.01', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'project.v.06', 'taiwan.n.01', 'pale_yellow.n.01', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02','estimate.v.01', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02','department_of_agriculture.n.01', 'project.v.06', 'taiwan.n.01', 'pale_yellow.n.01', 'significance.n.02', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02', 'estimate.v.01', 'significance.n.02', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02',,"
43,"'department_of_agriculture.n.01', 'estimate.n.05', 'canadian.n.02', 'crop.v.05', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'estimate.v.01', 'canada.n.01', 'pale_yellow.n.01', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02','estimate.v.01', 'output.v.01', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02','canadian.n.02', 'coarse.s.03', 'texture.n.05', 'production.n.06', 'project.v.06', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02','production.n.06', 'estimate.v.01', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02','canadian.n.02', 'pale_yellow.n.01', 'export.v.02', 'prognosis.n.01', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02','export.v.02', 'estimate.v.01', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02',,"
44,"'web.v.01', 'variety.n.06', 'export.v.02', 'commitment.n.05', 'department_of_agriculture.n.01', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'give.v.43', 'web.v.01', 'variety.n.06', 'export.v.02', 'commitment.n.05', 'include.v.03', 'sale.n.05', 'cancellation.n.02', 'foreign.a.02', 'purchase.n.03', 'accumulative.s.01', 'export.v.02', 'current.n.02', 'season.n.03', 'workweek.n.01', 'end.v.01', 'april.n.01', 'comparison.n.03', 'take_after.v.02', 'metric_ton.n.01', 'exclude.v.01', 'note.v.04', 'workweek.n.01', 'pale_yellow.n.01', 'corn_whiskey.n.01', 'soy.n.04', 'soy.n.04', 'coat.v.03', 'meal.n.03', 'soy.n.04', 'vegetable_oil.n.01', 'x.n.02', 'cotton.v.01', 'x.n.02', 'minus.a.01', 'sum.n.02','track.n.11', 'basel.n.01','indicate.v.02', 'sum.n.02', 'include.v.03', 'reported.a.01', 'commitment.n.05', 'name.v.03', 'nameless.s.01', 'finish.n.04', 'sale.n.05', 'exporter.n.01', 'report.n.03', 'optional.a.01', 'origin.n.03', 'sale.n.05', 'plus.a.01', 'actual.s.05', 'export.v.02', 'already.r.01', 'take.v.27', 'respective.s.01', 'marketing.n.03', 'season.n.03','department_of_agriculture.n.01', 'caution.n.02', 'reported.a.01', 'outstanding.s.03', 'sale.n.05', 'subject.n.08', 'modification.n.03', 'postponement.n.02', 'cancellation.n.02', 'improbable.s.02', 'reported.a.01', 'quantity.n.03', 'export.v.02','department_of_agriculture.n.01', 'give.v.43', 'detail.v.02', 'breakdown.n.03', 'season.n.03', 'take_after.v.02', 'thousand.s.01', 'metric_ton.n.01', 'express.v.04', 'firm.s.05', 'sale.n.05', 'declare.v.07', 'finish.n.04','b-complex_vitamin.n.01', 'ultimate.s.02', 'finish.n.04', 'so_far.r.03', 'declare.v.07','vitamin_c.n.01', 'sale.n.05', 'take.v.27', 'exporter.n.01', 'report.n.03','exporter.n.01', 'keep.v.01', 'option.n.02', 'meet.v.04', 'commitment.n.05', 'supply.v.01', 'origin.n.03', 'uranium.n.01', 'vitamin_e.n.01', 'roll_up.v.02', 'export.v.02', 'season.n.03', 'begin.v.10', 'establish.v.08', 'data.n.01', 'reported.a.01', 'exporter.n.01','fluorine.n.01', 'indicate.v.02', 'sum.n.02', 'season.n.03','guanine.n.01', 'department_of_agriculture.n.01', 'project.v.06', 'export.v.02', 'season.n.03','note.v.04', 'sum.n.02', 'whitethorn.n.01', 'lend.v.01', 'due.n.02', 'rounding.n.01','pale_yellow.n.01', 'name.v.03', 'nameless.s.01', 'b-complex_vitamin.n.01', 'vitamin_e.n.01', 'coulomb.n.01', 'nothing.n.01', 'nothing.n.01', 'phosphorus.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'sum.n.02', 'vitamin_e.n.01', 'farad.n.01', 'guanine.n.01', 'soy.n.04', 'name.v.03', 'nameless.s.01', 'b-complex_vitamin.n.01', 'nothing.n.01', 'vitamin_e.n.01', 'coulomb.n.01', 'nothing.n.01', 'nothing.n.01', 'phosphorus.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'sum.n.02', 'vitamin_e.n.01', 'farad.n.01', 'guanine.n.01', 'corn_whiskey.n.01', 'name.v.03', 'nameless.s.01', 'b-complex_vitamin.n.01', 'nothing.n.01', 'nothing.n.01', 'vitamin_e.n.01', 'coulomb.n.01', 'nothing.n.01', 'nothing.n.01', 'phosphorus.n.01', 'nothing.n.01', 'nothing.n.01', 'sum.n.02', 'vitamin_e.n.01', 'farad.n.01', 'guanine.n.01', 'sorghum.n.03', 'name.v.03', 'nothing.n.01', 'nothing.n.01', 'nameless.s.01', 'b-complex_vitamin.n.01', 'x.n.02', 'nothing.n.01', 'vitamin_e.n.01', 'coulomb.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'phosphorus.n.01', 'nothing.n.01', 'nothing.n.01', 'sum.n.02', 'x.n.02', 'nothing.n.01', 'vitamin_e.n.01', 'farad.n.01', 'guanine.n.01', 'x.n.02', 'minus.a.01', 'sum.n.02', 'pale_yellow.n.01', 'product.n.05', 'name.v.03', 'nothing.n.01', 'nothing.n.01', 'nameless.s.01', 'b-complex_vitamin.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'vitamin_e.n.01', 'coulomb.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'phosphorus.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'sum.n.02', 'nothing.n.01', 'nothing.n.01', 'vitamin_e.n.01', 'farad.n.01', 'note.v.04', 'include.v.03', 'bulgur.n.01', 'semolina.n.01', 'farina.n.01', 'wheel.v.03', 'snap.v.06', 'crushed.s.01', 'pale_yellow.n.01','soy.n.04', 'vegetable_oil.n.01', 'name.v.03', 'nothing.n.01', 'nothing.n.01', 'nameless.s.01', 'b-complex_vitamin.n.01', 'nothing.n.01', 'nothing.n.01', 'vitamin_e.n.01', 'coulomb.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'phosphorus.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'sum.n.02', 'nothing.n.01', 'nothing.n.01', 'vitamin_e.n.01', 'farad.n.01', 'guanine.n.01', 'soy.n.04', 'coat.v.03', 'meal.n.03', 'name.v.03', 'nameless.s.01', 'b-complex_vitamin.n.01', 'nothing.n.01', 'nothing.n.01', 'vitamin_e.n.01', 'coulomb.n.01', 'nothing.n.01', 'nothing.n.01', 'phosphorus.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'sum.n.02', 'vitamin_e.n.01', 'farad.n.01', 'guanine.n.01', 'cottonseed.n.01', 'vegetable_oil.n.01', 'name.v.03', 'nothing.n.01', 'nothing.n.01', 'nameless.s.01', 'b-complex_vitamin.n.01', 'nothing.n.01', 'nothing.n.01', 'vitamin_e.n.01', 'coulomb.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'phosphorus.n.01', 'nothing.n.01', 'nothing.n.01', 'sum.n.02', 'nothing.n.01', 'nothing.n.01', 'upland.a.01', 'domestic.s.05', 'sensitive.s.04', 'cotton.v.01', 'name.v.03', 'nameless.s.01', 'b-complex_vitamin.n.01', 'nothing.n.01', 'nothing.n.01', 'vitamin_e.n.01', 'coulomb.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'phosphorus.n.01', 'coulomb.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'nothing.n.01', 'sum.n.02', 'vitamin_e.n.01', 'farad.n.01', 'guanine.n.01', 'thousand.s.01', 'track.n.11', 'basel.n.01',,,,,,,'west.n.08', 'europe.n.01', 'vitamin_e.n.01', 'europe.n.01', 'nothing.n.01', 'nothing.n.01', 'japan.v.01', 'taiwan.n.01', 'asia.n.02', 'oceania.n.01', 'africa.n.01', 'nothing.n.01', 'nothing.n.01', 'western.n.02', 'hemisphere.n.02',"
45,"'department_of_agriculture.n.01', 'estimate.n.05', 'european.n.01', 'residential_district.n.01', 'crop.v.05', 'uranium.n.01', 'agribusiness.n.01', 'department.n.03', 'prognosis.n.01', 'european.n.01', 'residential_district.n.01', 'pale_yellow.n.01', 'crop.v.05', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02','estimate.v.01', 'output.v.01', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02',,'coarse.s.03', 'texture.n.05', 'production.n.06', 'project.v.06', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02','crop.v.05', 'estimate.v.01', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02',,'pale_yellow.n.01', 'export.v.02', 'prognosis.n.01', 'metric_ton.n.01', 'volt.n.01', 'metric_ton.n.01', 'last.v.01', 'month.n.02','export.v.02', 'estimate.v.01', 'metric_ton.n.01', 'volt.n.01', 'last.v.01', 'month.n.02',,"
